Tm,Salary,Cap Hit,Player
DET,"700,000","700,000",Dylan McIlrath
VEG,"700,000","700,000",Deryk Engelland
DAL,"700,000","737,500",Taylor Fedun
TOR,"700,000","675,000",Justin Holl
NSH,"700,000","675,000",Yannick Weber
WSH,"700,000","675,000",Tyler Lewington
COL,"700,000","728,333",Samuel Girard
WPG,"700,000","700,000",Anthony Bitetto
LAK,"700,000","675,000",Jack Campbell
ANA,"700,000","700,000",Derek Grant
TOR,"700,000","675,000",Frederik Gauthier
NYI,"700,000","700,000",Cole Bardreau
DET,"700,000","714,166",Filip Hronek
PHI,"700,000","678,889",Philippe Myers
WSH,"700,000","700,000",Brendan Leipsic
PIT,"700,000","675,000",Tristan Jarry
COL,"700,000","700,000",T.J. Tynan
WPG,"700,000","700,000",Logan Shaw
TOR,"700,000","700,000",Martin Marincin
